OBJECTID *,Symbol,Description,Symbol_Description,FGDCPageNumber,AzimuthMeasurementConvention,PointOfObservation,FGDC_Symbols_ID,created_user,created_date,last_edited_user,last_edited_date
109,02.01.04,"Fault (generic; vertical, subvertical, or high-angle; or unknown or unspecified orientation or sense of slip)—Identity or existence are questionable. Location is approximate.","02.01.04 Fault (generic; vertical, subvertical, or high-angle; or unknown or unspecified orientation or sense of slip)—Identity or existence are questionable. Location is approximate.",A-2-1,not applicable,not applicable,FGDC0109,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
110,02.01.05,"Fault (generic; vertical, subvertical, or high-angle; or unknown or unspecified orientation or sense of slip)—Identity and existence are certain. Location is inferred.","02.01.05 Fault (generic; vertical, subvertical, or high-angle; or unknown or unspecified orientation or sense of slip)—Identity and existence are certain. Location is inferred.",A-2-1,not applicable,not applicable,FGDC0110,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
111,02.01.06,"Fault (generic; vertical, subvertical, or high-angle; or unknown or unspecified orientation or sense of slip)—Identity or existence are questionable. Location is inferred.","02.01.06 Fault (generic; vertical, subvertical, or high-angle; or unknown or unspecified orientation or sense of slip)—Identity or existence are questionable. Location is inferred.",A-2-1,not applicable,not applicable,FGDC0111,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
112,02.01.07,"Fault (generic; vertical, subvertical, or high-angle; or unknown or unspecified orientation or sense of slip)—Identity and existence are certain. Location is concealed.","02.01.07 Fault (generic; vertical, subvertical, or high-angle; or unknown or unspecified orientation or sense of slip)—Identity and existence are certain. Location is concealed.",A-2-1,not applicable,not applicable,FGDC0112,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
113,02.01.08,"Fault (generic; vertical, subvertical, or high-angle; or unknown or unspecified orientation or sense of slip)—Identity or existence are questionable. Location is concealed.","02.01.08 Fault (generic; vertical, subvertical, or high-angle; or unknown or unspecified orientation or sense of slip)—Identity or existence are questionable. Location is concealed.",A-2-1,not applicable,not applicable,FGDC0113,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
114,02.02.01,Normal fault—Identity and existence are certain. Location is accurate. Ball and bar on downthrown block.,02.02.01 Normal fault—Identity and existence are certain. Location is accurate. Ball and bar on downthrown block.,A-2-2,not applicable,not applicable,FGDC0114,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
115,02.02.02,Normal fault—Identity and existence are questionable. Location is accurate. Ball and bar on downthrown block.,02.02.02 Normal fault—Identity and existence are questionable. Location is accurate. Ball and bar on downthrown block.,A-2-2,not applicable,not applicable,FGDC0115,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
116,02.02.03,Normal fault—Identity and existence are certain. Location is approximate. Ball and bar on downthrown block.,02.02.03 Normal fault—Identity and existence are certain. Location is approximate. Ball and bar on downthrown block.,A-2-2,not applicable,not applicable,FGDC0116,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
117,02.02.04,Normal fault—Identity or existence are questionable. Location is approximate. Ball and bar on downthrown block.,02.02.04 Normal fault—Identity or existence are questionable. Location is approximate. Ball and bar on downthrown block.,A-2-2,not applicable,not applicable,FGDC0117,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
118,02.02.05,Normal fault—Identity and existence are certain. Location is inferred. Ball and bar on downthrown block.,02.02.05 Normal fault—Identity and existence are certain. Location is inferred. Ball and bar on downthrown block.,A-2-2,not applicable,not applicable,FGDC0118,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
119,02.02.06,Normal fault—Identity or existence are questionable. Location is inferred. Ball and bar on downthrown block.,02.02.06 Normal fault—Identity or existence are questionable. Location is inferred. Ball and bar on downthrown block.,A-2-2,not applicable,not applicable,FGDC0119,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
120,02.02.07,Normal fault—Identity and existence are certain. Location is concealed. Ball and bar on downthrown block.,02.02.07 Normal fault—Identity and existence are certain. Location is concealed. Ball and bar on downthrown block.,A-2-2,not applicable,not applicable,FGDC0120,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
121,02.02.08,Normal fault—Identity or existence are questionable. Location is concealed. Ball and bar on downthrown block.,02.02.08 Normal fault—Identity or existence are questionable. Location is concealed. Ball and bar on downthrown block.,A-2-2,not applicable,not applicable,FGDC0121,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
122,02.02.09,Low-angle normal fault—Identity and existence are certain. Location is accurate. Half-circles on downthrown block.,02.02.09 Low-angle normal fault—Identity and existence are certain. Location is accurate. Half-circles on downthrown block.,A-2-2,not applicable,not applicable,FGDC0122,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
123,02.02.10,Low-angle normal fault—Identity or existence are questionable. Location is accurate. Half-circles on downthrown block.,02.02.10 Low-angle normal fault—Identity or existence are questionable. Location is accurate. Half-circles on downthrown block.,A-2-2,not applicable,not applicable,FGDC0123,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
124,02.02.11,Low-angle normal fault—Identity and existence are certain. Location is approximate. Half-circles on downthrown block.,02.02.11 Low-angle normal fault—Identity and existence are certain. Location is approximate. Half-circles on downthrown block.,A-2-2,not applicable,not applicable,FGDC0124,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
125,02.02.12,Low-angle normal fault—Identity or existence are questionable. Location is approximate. Half-circles on downthrown block.,02.02.12 Low-angle normal fault—Identity or existence are questionable. Location is approximate. Half-circles on downthrown block.,A-2-2,not applicable,not applicable,FGDC0125,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
126,02.02.13,Low-angle normal fault—Identity and existence are certain. Location is inferred. Half-circles on downthrown block.,02.02.13 Low-angle normal fault—Identity and existence are certain. Location is inferred. Half-circles on downthrown block.,A-2-2,not applicable,not applicable,FGDC0126,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
127,02.02.14,Low-angle normal fault—Identity or existence are questionable. Location is inferred. Half-circles on downthrown block.,02.02.14 Low-angle normal fault—Identity or existence are questionable. Location is inferred. Half-circles on downthrown block.,A-2-2,not applicable,not applicable,FGDC0127,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
128,02.02.15,Low-angle normal fault—Identity and existence are certain. Location is concealed. Half-circles on downthrown block.,02.02.15 Low-angle normal fault—Identity and existence are certain. Location is concealed. Half-circles on downthrown block.,A-2-2,not applicable,not applicable,FGDC0128,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
129,02.02.16,Low-angle normal fault—Identity or existence are questionable. Location is concealed. Half-circles on downthrown block.,02.02.16 Low-angle normal fault—Identity or existence are questionable. Location is concealed. Half-circles on downthrown block.,A-2-2,not applicable,not applicable,FGDC0129,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
130,02.03.01,Low-angle fault (unknown or unspecified sense of slip)—Identity and existence are certain. Location is accurate. Half-circles on upper plate.,02.03.01 Low-angle fault (unknown or unspecified sense of slip)—Identity and existence are certain. Location is accurate. Half-circles on upper plate.,A-2-3,not applicable,not applicable,FGDC0130,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
131,02.03.02,Low-angle fault (unknown or unspecified sense of slip)—Identity or existence are questionable. Location is accurate. Half-circles on upper plate.,02.03.02 Low-angle fault (unknown or unspecified sense of slip)—Identity or existence are questionable. Location is accurate. Half-circles on upper plate.,A-2-3,not applicable,not applicable,FGDC0131,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
132,02.03.03,Low-angle fault (unknown or unspecified sense of slip)—Identity and existence are certain. Location is approximate. Half-circles on upper plate.,02.03.03 Low-angle fault (unknown or unspecified sense of slip)—Identity and existence are certain. Location is approximate. Half-circles on upper plate.,A-2-3,not applicable,not applicable,FGDC0132,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
133,02.03.04,Low-angle fault (unknown or unspecified sense of slip)—Identity or existence are questionable. Location is approximate. Half-circles on upper plate.,02.03.04 Low-angle fault (unknown or unspecified sense of slip)—Identity or existence are questionable. Location is approximate. Half-circles on upper plate.,A-2-3,not applicable,not applicable,FGDC0133,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
134,02.03.05,Low-angle fault (unknown or unspecified sense of slip)—Identity and existence are certain. Location is inferred. Half-circles on upper plate.,02.03.05 Low-angle fault (unknown or unspecified sense of slip)—Identity and existence are certain. Location is inferred. Half-circles on upper plate.,A-2-3,not applicable,not applicable,FGDC0134,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
135,02.03.06,Low-angle fault (unknown or unspecified sense of slip)—Identity or existence are questionable. Location is inferred. Half-circles on upper plate.,02.03.06 Low-angle fault (unknown or unspecified sense of slip)—Identity or existence are questionable. Location is inferred. Half-circles on upper plate.,A-2-3,not applicable,not applicable,FGDC0135,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
136,02.03.07,Low-angle fault (unknown or unspecified sense of slip)—Identity and existence are certain. Location is concealed. Half-circles on upper plate.,02.03.07 Low-angle fault (unknown or unspecified sense of slip)—Identity and existence are certain. Location is concealed. Half-circles on upper plate.,A-2-3,not applicable,not applicable,FGDC0136,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
137,02.03.08,Low-angle fault (unknown or unspecified sense of slip)—Identity or existence are questionable. Location is concealed. Half-circles on upper plate.,02.03.08 Low-angle fault (unknown or unspecified sense of slip)—Identity or existence are questionable. Location is concealed. Half-circles on upper plate.,A-2-3,not applicable,not applicable,FGDC0137,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
138,02.04.01,Reverse fault—Identity and existence are certain. Location is accurate. Rectangles on upthrown block.,02.04.01 Reverse fault—Identity and existence are certain. Location is accurate. Rectangles on upthrown block.,A-2-3,not applicable,not applicable,FGDC0138,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
139,02.04.02,Reverse fault—Identity or existence are questionable. Location is accurate. Rectangles on upthrown block.,02.04.02 Reverse fault—Identity or existence are questionable. Location is accurate. Rectangles on upthrown block.,A-2-3,not applicable,not applicable,FGDC0139,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
140,02.04.03,Reverse fault—Identity and existence are certain. Location is approximate. Rectangles on upthrown block.,02.04.03 Reverse fault—Identity and existence are certain. Location is approximate. Rectangles on upthrown block.,A-2-3,not applicable,not applicable,FGDC0140,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
141,02.04.04,Reverse fault—Identity or existence are questionable. Location is approximate. Rectangles on upthrown block.,02.04.04 Reverse fault—Identity or existence are questionable. Location is approximate. Rectangles on upthrown block.,A-2-3,not applicable,not applicable,FGDC0141,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
142,02.04.05,Reverse fault—Identity and existence are certain. Location is inferred. Rectangles on upthrown block.,02.04.05 Reverse fault—Identity and existence are certain. Location is inferred. Rectangles on upthrown block.,A-2-3,not applicable,not applicable,FGDC0142,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
143,02.04.06,Reverse fault—Identity or existence are questionable. Location is inferred. Rectangles on upthrown block.,02.04.06 Reverse fault—Identity or existence are questionable. Location is inferred. Rectangles on upthrown block.,A-2-3,not applicable,not applicable,FGDC0143,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
144,02.04.07,Reverse fault—Identity and existence are certain. Location is concealed. Rectangles on upthrown block.,02.04.07 Reverse fault—Identity and existence are certain. Location is concealed. Rectangles on upthrown block.,A-2-3,not applicable,not applicable,FGDC0144,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
145,02.04.08,Reverse fault—Identity or existence are questionable. Location is concealed. Rectangles on upthrown block.,02.04.08 Reverse fault—Identity or existence are questionable. Location is concealed. Rectangles on upthrown block.,A-2-3,not applicable,not applicable,FGDC0145,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
146,02.05.01,"Rotational or scissor fault, reverse-slip offset—Identity and existence are certain. Location is accurate. Rectangles on upthrown block.","02.05.01 Rotational or scissor fault, reverse-slip offset—Identity and existence are certain. Location is accurate. Rectangles on upthrown block.",A-2-4,not applicable,not applicable,FGDC0146,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
147,02.05.02,"Rotational or scissor fault, reverse-slip offset—Identity or existence are questionable. Location is accurate. Rectangles on upthrown block.","02.05.02 Rotational or scissor fault, reverse-slip offset—Identity or existence are questionable. Location is accurate. Rectangles on upthrown block.",A-2-4,not applicable,not applicable,FGDC0147,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
148,02.05.03,"Rotational or scissor fault, reverse-slip offset—Identity and existence are certain. Location is approximate. Rectangles on upthrown block.","02.05.03 Rotational or scissor fault, reverse-slip offset—Identity and existence are certain. Location is approximate. Rectangles on upthrown block.",A-2-4,not applicable,not applicable,FGDC0148,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
